web-scraper-order,web-scraper-start-url,selector_lapin_pigeon,selector_lapin_pigeon-href,nom,prix,adresse,image
"1737928955-582","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Coq cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4218824","Coq cochin","45 000 CFA","Yoff, Dakar, Sénégal",""
"1737928962-583","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins de chair - bleu hollandais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-chair-bleu-hollandais-4221943","Poussins de chair - bleu hollandais","Prix sur demande","Dakar, Sénégal",""
"1737928967-584","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4222721","Pigeon voyageur","7 000 CFA","Ouakam, Dakar, Sénégal",""
"1737928973-585","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4222723","Pigeon voyageur","7 000 CFA","Ouakam, Dakar, Sénégal",""
"1737928981-586","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon Tambour Allemand","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-tambour-allemand-4223933","Pigeon Tambour Allemand","50 000 CFA","Dakar, Sénégal",""
"1737928986-587","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeon mondain brun","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-brun-4230459","Pigeon mondain brun","500 000 CFA","Dakar, Sénégal",""
"1737928992-588","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin Gris de Touraine","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-gris-de-touraine-4230722","Lapin Gris de Touraine","35 000 CFA","Dakar, Sénégal",""
"1737928998-589","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapine","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapine-4235319","Lapine","Prix sur demande","Niaga, Sénégal",""
"1737929003-590","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Pigeons Mondains","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondains-4240446","Pigeons Mondains","50 000 CFA","Dakar, Sénégal",""
"1737929009-591","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins Brahmans","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahmans-4243414","Poussins Brahmans","30 000 CFA","Keur Massar, Sénégal",""
"1737929015-592","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4244917","Lapereaux","45 000 CFA","Mariste, Dakar, Sénégal",""
"1737929020-593","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin californien","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-californien-4248635","Lapin californien","Prix sur demande","Saly, Sénégal",""
"1737929029-594","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapines","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapines-4249408","Lapines","Prix sur demande","Niaga, Sénégal",""
"1737929034-595","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poussins cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cochin-4255246","Poussins cochin","7 500 CFA","Pikine, Sénégal",""
"1737929041-596","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Poule Bleu Hollandais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-bleu-hollandais-4224766","Poule Bleu Hollandais","7 000 CFA","Mbao, Dakar, Sénégal",""
"1737929046-597","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4268327","Lapin","30 000 CFA","Niaga, Sénégal",""
"1737929053-598","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=3","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4268955","Lapereaux","10 000 CFA","Niaga, Sénégal",""
"1737929066-599","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Boulan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulan-4277890","Pigeon Boulan","45 000 CFA","Louga, Sénégal",""
"1737929071-600","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Boulan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulan-4277905","Pigeon Boulan","15 000 CFA","Louga, Sénégal",""
"1737929079-601","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4283570","Poulets de chair","4 000 CFA","Keur Massar, Sénégal",""
"1737929084-602","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4283652","Pigeons","20 000 CFA","Dakar, Sénégal",""
"1737929091-603","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Messager","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-messager-4286623","Pigeon Messager","25 000 CFA","Rufisque, Sénégal",""
"1737929096-604","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4287411","Lapins","Prix sur demande","Dakar, Sénégal",""
"1737929104-605","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4287413","Pigeons","Prix sur demande","Dakar, Sénégal",""
"1737929114-606","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets  bleu Holland","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-bleu-holland-4287658","Poulets  bleu Holland","6 000 CFA","Rufisque, Sénégal",""
"1737929124-607","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin nain Loutre","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-loutre-4289564","Lapin nain Loutre","30 000 CFA","Ouakam, Dakar, Sénégal",""
"1737929129-608","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Coq hermine","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-hermine-4290479","Coq hermine","60 000 CFA","Rufisque, Sénégal",""
"1737929138-609","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussins Brahmanes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahmanes-4290482","Poussins Brahmanes","30 000 CFA","Rufisque, Sénégal",""
"1737929144-610","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4296184","Lapin","80 000 CFA","Dakar, Sénégal",""
"1737929149-611","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4298076","Lapin","15 000 CFA","Ouakam, Dakar, Sénégal",""
"1737929156-612","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4302356","Lapin","Prix sur demande","Niaga, Sénégal",""
"1737929171-613","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-4302571","Poules","Prix sur demande","Thies, Sénégal",""
"1737929177-614","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4312499","Lapin","40 000 CFA","Niaga, Sénégal",""
"1737929183-615","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussins de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-chair-4323837","Poussins de chair","Prix sur demande","Dakar, Sénégal",""
"1737929190-616","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4324644","Lapereaux","Prix sur demande","Niaga, Sénégal",""
"1737929196-617","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4333705","Lapereaux","10 000 CFA","Niaga, Sénégal",""
"1737929204-618","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4336471","Lapins","Prix sur demande","Niaga, Sénégal",""
"1737929209-619","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4337664","Lapin","Prix sur demande","Niaga, Sénégal",""
"1737929217-620","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4337665","Lapin","Prix sur demande","Niaga, Sénégal",""
"1737929223-621","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin   Papillon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-papillon-4347215","Lapin   Papillon","90 000 CFA","Rufisque, Sénégal",""
"1737929229-622","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4359251","Lapin","Prix sur demande","Niaga, Sénégal",""
"1737929236-623","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons de race","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-de-race-4368566","Pigeons de race","350 000 CFA","Cambérène, Dakar, Sénégal",""
"1737929241-624","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4368816","Lapin","10 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737929246-625","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahman herminé","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahman-hermine-4369295","Poule Brahman herminé","Prix sur demande","Keur Massar, Sénégal",""
"1737929253-626","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons Culbutant français","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-culbutant-francais-4378163","Pigeons Culbutant français","50 000 CFA","Dakar, Sénégal",""
"1737929259-627","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4381621","Lapereau","10 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737929269-628","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4384422","Lapins","20 000 CFA","Niaga, Sénégal",""
"1737929274-629","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4389249","Poule Brahma","25 000 CFA","Medina, Dakar, Sénégal",""
"1737929281-630","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-4399877","Poussins","26 500 CFA","Pikine, Sénégal",""
"1737929287-631","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Cochin et Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-et-brahma-4401630","Cochin et Brahma","Prix sur demande","Keur Massar, Sénégal",""
"1737929293-632","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4406771","Pigeon voyageur","8 000 CFA","Rufisque, Sénégal",""
"1737929302-633","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4406776","Pigeon voyageur","8 000 CFA","Rufisque, Sénégal",""
"1737929307-634","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4408360","Lapin","35 000 CFA","Mbao, Dakar, Sénégal",""
"1737929314-635","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4418898","Pigeon","2 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1737929321-636","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4418908","Pigeon voyageur","5 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1737929326-637","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4418917","Pigeons","3 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1737929332-638","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons voyageur de compétition","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageur-de-competition-4418928","Pigeons voyageur de compétition","15 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1737929338-639","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Cochons d'Inde","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochons-dinde-4425812","Cochons d'Inde","15 000 CFA","Keur Massar, Sénégal",""
"1737929344-640","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4425850","Lapereau","10 000 CFA","Niaga, Sénégal",""
"1737929352-641","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4433087","Lapereau","10 000 CFA","Niaga, Sénégal",""
"1737929357-642","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4434579","Lapins","Prix sur demande","Rufisque, Sénégal",""
"1737929366-643","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4435893","Lapin","Prix sur demande","Niaga, Sénégal",""
"1737929371-644","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Coqs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coqs-4444985","Coqs","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1737929378-645","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poule Soie","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-soie-4453909","Poule Soie","75 000 CFA","Dakar, Sénégal",""
"1737929384-646","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4453957","Lapin","Prix sur demande","Keur Massar, Sénégal",""
"1737929389-647","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Femelle lapin demi sang + cage","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-lapin-demi-sang-cage-4464349","Femelle lapin demi sang + cage","40 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737929396-648","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Lahor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-4471579","Pigeon Lahor","40 000 CFA","Mbour, Sénégal",""
"1737929402-649","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon King Blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-king-blanc-4471585","Pigeon King Blanc","75 000 CFA","Mbour, Sénégal",""
"1737929407-650","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin Angora male","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-male-4473399","Lapin Angora male","18 000 CFA","Diamniadio, Sénégal",""
"1737929414-651","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin Angora male","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-male-4473413","Lapin Angora male","8 000 CFA","Diamniadio, Sénégal",""
"1737929420-652","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple de pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-de-pigeons-4483308","Couple de pigeons","20 000 CFA","Saly, Sénégal",""
"1737929428-653","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4490937","Lapin","Prix sur demande","Yoff, Dakar, Sénégal",""
"1737929436-654","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapin français","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-francais-4505989","Couple lapin français","40 000 CFA","Dakar, Sénégal",""
"1737929443-655","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapereau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapereau-4505997","Couple lapereau","40 000 CFA","Dakar, Sénégal",""
"1737929448-656","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-4509252","Poulet de chair","3 500 CFA","Dakar, Sénégal",""
"1737929453-657","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapin-4509856","Couple lapin","Prix sur demande","Dakar, Sénégal",""
"1737929461-658","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin fauve male","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-fauve-male-4512680","Lapin fauve male","80 000 CFA","Mariste, Dakar, Sénégal",""
"1737929467-659","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4513225","Lapin","Prix sur demande","Mariste, Dakar, Sénégal",""
"1737929475-660","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4513662","Pigeon","Prix sur demande","Ouakam, Dakar, Sénégal",""
"1737929480-661","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4517612","Lapin","35 000 CFA","Mariste, Dakar, Sénégal",""
"1737929485-662","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4542193","Pigeons","5 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1737929492-663","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4542217","Pigeons","5 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1737929497-664","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Paire pigeon  jeune King","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-pigeon-jeune-king-4545200","Paire pigeon  jeune King","60 000 CFA","Mariste, Dakar, Sénégal",""
"1737929505-665","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons King","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-4548383","Pigeons King","60 000 CFA","Mariste, Dakar, Sénégal",""
"1737929511-666","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulet de chaire","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chaire-4555523","Poulet de chaire","5 000 CFA","Mbao, Dakar, Sénégal",""
"1737929516-667","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapereau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-4556321","Lapereau","10 000 CFA","Lac rose, Sénégal",""
"1737929525-668","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Modain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-modain-4561395","Pigeon Modain","160 000 CFA","Grand Yoff, Dakar, Sénégal",""
"1737929531-669","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Lahor","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lahor-4565457","Pigeon Lahor","20 000 CFA","Rufisque, Sénégal",""
"1737929541-670","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couples lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couples-lapereaux-4587998","Couples lapereaux","100 000 CFA","Keur Massar, Sénégal",""
"1737929546-671","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons couple Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-couple-mondain-4598304","Pigeons couple Mondain","170 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737929551-672","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin Marans","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-marans-4603800","Poussin Marans","10 000 CFA","Dakar, Sénégal",""
"1737929558-673","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4612074","Lapins","Prix sur demande","Keur Massar, Sénégal",""
"1737929564-674","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4612083","Pigeons","Prix sur demande","Keur Massar, Sénégal",""
"1737929570-675","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Brahman bleu Lemon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahman-bleu-lemon-4612273","Brahman bleu Lemon","40 000 CFA","Dakar, Sénégal",""
"1737929575-676","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poulets de chairs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chairs-4612683","Poulets de chairs","3 500 CFA","Rufisque, Sénégal",""
"1737929580-677","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Poussin oie","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-oie-4619799","Poussin oie","35 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737929586-678","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur Manteau Opale","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-manteau-opale-4621197","Pigeon voyageur Manteau Opale","Prix sur demande","Guediawaye, Dakar, Sénégal",""
"1737929592-679","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4623025","Pigeons","100 CFA","Almadies 2, Dakar, Sénégal",""
"1737929599-680","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4624891","Pigeon voyageur","15 000 CFA","Dakar, Sénégal",""
"1737929606-681","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon King","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-king-4624920","Pigeon King","Prix sur demande","Dakar, Sénégal",""
"1737929611-682","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Boulant","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-4624925","Pigeon Boulant","Prix sur demande","Dakar, Sénégal",""
"1737929628-683","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-4644724","Brahma","25 000 CFA","Dakar, Sénégal",""
"1737929636-684","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple  Brahma Herminé standard","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahma-hermine-standard-4650066","Couple  Brahma Herminé standard","80 000 CFA","Mbao, Dakar, Sénégal",""
"1737929642-685","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Œufs à couver","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-a-couver-4651892","Œufs à couver","12 500 CFA","Mbao, Dakar, Sénégal",""
"1737929646-686","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondain-4653298","Pigeons Mondain","200 000 CFA","Rufisque, Sénégal",""
"1737929653-687","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Texan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-texan-4653331","Pigeon Texan","80 000 CFA","Rufisque, Sénégal",""
"1737929658-688","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4662585","Pigeons","50 000 CFA","Rufisque, Sénégal",""
"1737929664-689","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4662603","Pigeon voyageur","10 000 CFA","Rufisque, Sénégal",""
"1737929670-690","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain Andalou","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-andalou-4664895","Pigeon Mondain Andalou","300 CFA","Cambérène, Dakar, Sénégal",""
"1737929676-691","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur à manteau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-a-manteau-4664901","Pigeon voyageur à manteau","Prix sur demande","Cambérène, Dakar, Sénégal",""
